age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y;ID
49;services;married;secondary;no;86;yes;yes;cellular;24;jul;92;2;-1;0;nonexistent;no;3878
51;blue-collar;married;primary;no;959;no;yes;cellular;24;jul;240;5;-1;0;nonexistent;no;3879
34;technician;married;secondary;no;945;yes;yes;cellular;24;jul;181;1;-1;0;nonexistent;no;3880
34;technician;single;secondary;yes;103;yes;yes;cellular;24;jul;147;1;-1;0;nonexistent;no;3881
32;blue-collar;married;secondary;no;2502;yes;no;cellular;24;jul;604;1;-1;0;nonexistent;no;3882
52;blue-collar;married;secondary;no;3510;yes;no;telephone;24;jul;193;7;-1;0;nonexistent;no;3883
54;management;married;tertiary;no;0;yes;no;cellular;24;jul;140;2;-1;0;nonexistent;no;3884
35;blue-collar;married;secondary;no;1290;yes;no;cellular;24;jul;211;1;-1;0;nonexistent;no;3885
59;blue-collar;divorced;primary;no;867;yes;no;cellular;24;jul;120;1;-1;0;nonexistent;no;3886
29;management;married;tertiary;no;1022;yes;no;cellular;24;jul;408;1;-1;0;nonexistent;no;3887
31;technician;married;tertiary;no;6525;yes;no;cellular;24;jul;169;1;-1;0;nonexistent;no;3888
33;management;divorced;tertiary;no;990;yes;no;cellular;24;jul;1491;2;-1;0;nonexistent;yes;3889
28;technician;single;secondary;no;1241;no;no;cellular;24;jul;343;1;-1;0;nonexistent;no;3890
35;unemployed;married;primary;no;3;no;no;cellular;24;jul;90;1;-1;0;nonexistent;no;3891
49;management;married;secondary;no;27;yes;no;cellular;24;jul;63;2;-1;0;nonexistent;no;3892
35;technician;single;secondary;no;1001;no;yes;cellular;24;jul;178;2;-1;0;nonexistent;no;3893
36;management;single;tertiary;no;124;yes;no;telephone;24;jul;308;4;-1;0;nonexistent;no;3894
47;self-employed;married;tertiary;no;751;no;no;cellular;24;jul;408;14;-1;0;nonexistent;no;3895
36;admin.;single;secondary;no;1281;no;no;telephone;24;jul;119;2;-1;0;nonexistent;no;3896
30;services;married;secondary;no;-68;yes;yes;cellular;24;jul;78;1;-1;0;nonexistent;no;3897
28;technician;single;secondary;no;981;yes;no;cellular;24;jul;225;1;-1;0;nonexistent;no;3898
50;technician;divorced;tertiary;no;1679;yes;no;cellular;24;jul;604;2;-1;0;nonexistent;no;3899
35;blue-collar;married;secondary;no;0;yes;yes;cellular;24;jul;250;1;-1;0;nonexistent;no;3900
33;blue-collar;married;secondary;no;0;yes;no;cellular;24;jul;208;1;-1;0;nonexistent;no;3901
48;blue-collar;divorced;secondary;no;271;yes;yes;cellular;24;jul;23;1;-1;0;nonexistent;no;3902
56;housemaid;married;tertiary;no;1922;yes;no;cellular;24;jul;247;2;-1;0;nonexistent;no;3903
34;blue-collar;married;primary;no;176;no;no;cellular;24;jul;78;1;-1;0;nonexistent;no;3904
45;management;married;tertiary;yes;-577;yes;yes;cellular;24;jul;204;1;-1;0;nonexistent;no;3905
34;management;married;tertiary;no;889;yes;no;cellular;24;jul;539;1;-1;0;nonexistent;no;3906
32;management;single;tertiary;no;597;no;yes;cellular;24;jul;869;1;-1;0;nonexistent;no;3907
29;technician;single;secondary;no;428;yes;no;cellular;24;jul;273;2;-1;0;nonexistent;no;3908
37;admin.;married;secondary;no;352;yes;no;cellular;24;jul;107;2;-1;0;nonexistent;no;3909
26;blue-collar;single;secondary;no;1292;yes;no;cellular;24;jul;48;4;-1;0;nonexistent;no;3910
27;management;married;tertiary;no;2729;yes;no;cellular;24;jul;218;2;-1;0;nonexistent;no;3911
32;technician;divorced;secondary;no;3717;no;yes;cellular;24;jul;91;1;-1;0;nonexistent;no;3912
43;unemployed;divorced;secondary;no;0;yes;no;cellular;24;jul;229;2;-1;0;nonexistent;no;3913
33;self-employed;married;tertiary;no;277;no;no;cellular;24;jul;57;2;-1;0;nonexistent;no;3914
51;management;married;primary;no;33;yes;no;cellular;24;jul;624;2;-1;0;nonexistent;no;3915
45;blue-collar;married;secondary;no;2718;yes;no;cellular;24;jul;304;2;-1;0;nonexistent;no;3916
30;admin.;single;secondary;no;2702;yes;no;cellular;24;jul;129;2;-1;0;nonexistent;no;3917
38;technician;married;secondary;no;69;no;yes;cellular;24;jul;915;2;-1;0;nonexistent;no;3918
25;student;single;secondary;no;1747;yes;no;cellular;24;jul;903;1;-1;0;nonexistent;yes;3919
53;management;married;tertiary;no;602;yes;no;cellular;24;jul;58;2;-1;0;nonexistent;no;3920
43;entrepreneur;married;secondary;no;0;no;no;telephone;24;jul;122;12;-1;0;nonexistent;no;3921
43;retired;married;primary;no;222;no;no;cellular;24;jul;203;2;-1;0;nonexistent;no;3922
45;admin.;divorced;secondary;no;59;yes;no;cellular;24;jul;873;8;-1;0;nonexistent;yes;3923
50;management;divorced;tertiary;no;201;yes;no;cellular;24;jul;248;1;-1;0;nonexistent;no;3924
33;services;married;secondary;no;930;no;yes;cellular;24;jul;149;2;-1;0;nonexistent;no;3925
57;retired;married;primary;no;-64;yes;no;telephone;24;jul;147;1;-1;0;nonexistent;no;3926
26;services;married;secondary;no;-16;yes;no;cellular;24;jul;1036;1;-1;0;nonexistent;no;3927
25;technician;single;secondary;no;4718;no;no;cellular;24;jul;709;1;-1;0;nonexistent;yes;3928
46;management;divorced;secondary;no;145;yes;no;cellular;24;jul;72;5;-1;0;nonexistent;no;3929
30;management;single;secondary;yes;-985;no;no;telephone;24;jul;28;4;-1;0;nonexistent;no;3930
56;admin.;married;secondary;no;360;yes;yes;cellular;24;jul;98;2;-1;0;nonexistent;no;3931
50;technician;divorced;secondary;no;-701;yes;yes;cellular;24;jul;148;1;-1;0;nonexistent;no;3932
52;entrepreneur;divorced;secondary;no;7;no;no;cellular;24;jul;150;5;-1;0;nonexistent;no;3933
50;housemaid;married;tertiary;no;5260;yes;no;cellular;24;jul;51;2;-1;0;nonexistent;no;3934
37;management;single;tertiary;no;7612;no;no;cellular;24;jul;1206;4;-1;0;nonexistent;no;3935
30;management;married;tertiary;no;14;no;no;cellular;24;jul;90;2;-1;0;nonexistent;no;3936
58;services;married;secondary;no;5567;no;no;cellular;24;jul;1869;1;-1;0;nonexistent;no;3937
39;blue-collar;married;secondary;no;334;yes;no;telephone;24;jul;575;4;-1;0;nonexistent;no;3938
42;blue-collar;married;secondary;no;634;yes;no;cellular;24;jul;256;2;-1;0;nonexistent;no;3939
36;management;married;tertiary;no;268;yes;yes;cellular;24;jul;823;1;-1;0;nonexistent;no;3940
39;entrepreneur;married;tertiary;no;350;yes;no;cellular;24;jul;230;2;-1;0;nonexistent;no;3941
52;blue-collar;married;primary;no;134;yes;no;cellular;24;jul;81;3;-1;0;nonexistent;no;3942
37;blue-collar;married;secondary;no;-59;yes;yes;cellular;24;jul;56;1;-1;0;nonexistent;no;3943
28;technician;married;secondary;no;169;yes;no;cellular;24;jul;245;2;-1;0;nonexistent;no;3944
28;blue-collar;married;secondary;no;214;yes;yes;cellular;24;jul;332;3;-1;0;nonexistent;no;3945
32;admin.;married;secondary;no;0;yes;no;cellular;24;jul;151;2;-1;0;nonexistent;no;3946
30;admin.;divorced;secondary;no;78;yes;no;cellular;24;jul;132;1;-1;0;nonexistent;no;3947
49;technician;divorced;secondary;no;-39;yes;yes;cellular;24;jul;147;3;-1;0;nonexistent;no;3948
43;management;married;secondary;no;5;yes;no;cellular;24;jul;953;1;-1;0;nonexistent;no;3949
59;technician;divorced;tertiary;no;3331;yes;no;cellular;24;jul;43;3;-1;0;nonexistent;no;3950
29;blue-collar;single;secondary;no;223;no;no;cellular;24;jul;1259;1;-1;0;nonexistent;no;3951
29;blue-collar;married;secondary;no;658;yes;no;cellular;24;jul;267;1;-1;0;nonexistent;no;3952
25;blue-collar;single;secondary;no;674;no;no;cellular;24;jul;736;2;-1;0;nonexistent;no;3953
31;services;single;secondary;no;0;yes;no;cellular;24;jul;362;1;-1;0;nonexistent;no;3954
31;blue-collar;married;primary;no;33;yes;no;cellular;24;jul;901;2;-1;0;nonexistent;yes;3955
32;blue-collar;divorced;primary;no;-156;yes;no;cellular;24;jul;129;2;-1;0;nonexistent;no;3956
46;entrepreneur;married;primary;no;8873;yes;no;cellular;24;jul;314;2;-1;0;nonexistent;no;3957
30;services;married;primary;no;-224;yes;no;cellular;24;jul;79;3;-1;0;nonexistent;no;3958
47;blue-collar;divorced;secondary;no;506;no;no;cellular;24;jul;134;1;-1;0;nonexistent;no;3959
42;management;divorced;tertiary;no;401;yes;no;cellular;24;jul;217;9;-1;0;nonexistent;no;3960
41;blue-collar;married;secondary;no;2717;yes;yes;cellular;24;jul;559;2;-1;0;nonexistent;no;3961
31;technician;married;tertiary;no;162;yes;no;cellular;24;jul;141;11;-1;0;nonexistent;no;3962
53;housemaid;divorced;primary;no;2253;yes;no;cellular;24;jul;135;1;-1;0;nonexistent;no;3963
57;entrepreneur;married;primary;no;6;yes;no;cellular;24;jul;126;6;-1;0;nonexistent;no;3964
60;technician;married;secondary;no;0;yes;no;telephone;24;jul;101;14;-1;0;nonexistent;no;3965
38;management;married;tertiary;no;272;yes;no;cellular;24;jul;62;1;-1;0;nonexistent;no;3966
48;blue-collar;married;primary;no;595;no;no;cellular;24;jul;464;1;-1;0;nonexistent;no;3967
40;technician;single;tertiary;no;445;yes;no;cellular;24;jul;631;1;-1;0;nonexistent;no;3968
39;management;married;tertiary;no;63;yes;no;cellular;24;jul;203;1;-1;0;nonexistent;no;3969
31;admin.;married;secondary;no;12;yes;no;cellular;24;jul;306;1;-1;0;nonexistent;no;3970
33;admin.;married;tertiary;no;640;no;no;cellular;24;jul;318;1;-1;0;nonexistent;no;3971
35;services;married;secondary;no;0;yes;no;cellular;24;jul;810;1;-1;0;nonexistent;no;3972
41;management;married;secondary;no;3096;yes;no;cellular;24;jul;273;6;-1;0;nonexistent;no;3973
33;management;married;tertiary;no;7;yes;no;telephone;24;jul;780;1;-1;0;nonexistent;no;3974
26;technician;single;secondary;no;3382;no;no;cellular;24;jul;844;5;-1;0;nonexistent;no;3975
61;retired;divorced;secondary;no;291;no;no;cellular;24;jul;286;5;-1;0;nonexistent;no;3976
34;technician;single;secondary;no;347;yes;no;cellular;24;jul;947;6;-1;0;nonexistent;no;3977
37;admin.;married;secondary;no;3226;yes;yes;cellular;24;jul;226;3;-1;0;nonexistent;no;3978
40;technician;married;secondary;no;203;yes;no;cellular;24;jul;328;1;-1;0;nonexistent;no;3979
54;admin.;married;secondary;no;1335;yes;no;cellular;24;jul;448;1;-1;0;nonexistent;no;3980
40;housemaid;married;primary;no;229;yes;no;cellular;24;jul;213;10;-1;0;nonexistent;no;3981
46;management;married;tertiary;no;-71;yes;yes;telephone;24;jul;258;2;-1;0;nonexistent;no;3982
54;entrepreneur;married;tertiary;no;1544;no;yes;cellular;24;jul;82;3;-1;0;nonexistent;no;3983
25;entrepreneur;married;tertiary;no;30;yes;no;cellular;24;jul;254;2;-1;0;nonexistent;no;3984
57;management;married;tertiary;no;224;yes;no;cellular;24;jul;180;4;-1;0;nonexistent;no;3985
25;housemaid;married;primary;no;669;yes;no;cellular;24;jul;367;2;-1;0;nonexistent;no;3986
51;management;single;tertiary;no;1565;yes;no;cellular;24;jul;870;3;-1;0;nonexistent;no;3987
43;housemaid;married;primary;no;169;no;yes;telephone;24;jul;172;5;-1;0;nonexistent;no;3988
45;management;married;tertiary;no;1034;no;yes;cellular;24;jul;1820;4;-1;0;nonexistent;no;3989
45;admin.;single;secondary;no;757;yes;yes;cellular;24;jul;144;3;-1;0;nonexistent;no;3990
53;self-employed;married;tertiary;no;290;no;yes;cellular;24;jul;303;3;-1;0;nonexistent;no;3991
47;technician;married;tertiary;no;1430;yes;no;cellular;24;jul;120;11;-1;0;nonexistent;no;3992
44;blue-collar;married;primary;no;658;yes;no;telephone;24;jul;236;2;-1;0;nonexistent;no;3993
42;blue-collar;married;secondary;no;0;yes;no;cellular;24;jul;149;2;-1;0;nonexistent;no;3994
35;blue-collar;married;primary;no;0;yes;no;cellular;24;jul;90;6;-1;0;nonexistent;no;3995
33;technician;divorced;secondary;no;791;yes;no;cellular;24;jul;268;2;-1;0;nonexistent;no;3996
45;blue-collar;married;secondary;no;1103;yes;no;cellular;24;jul;828;2;-1;0;nonexistent;no;3997
27;technician;single;secondary;no;471;yes;yes;cellular;24;jul;136;2;-1;0;nonexistent;no;3998
30;admin.;married;tertiary;no;0;yes;no;cellular;24;jul;209;2;-1;0;nonexistent;no;3999
40;self-employed;married;tertiary;no;191;yes;no;cellular;24;jul;806;5;-1;0;nonexistent;no;4000
57;management;married;secondary;no;0;yes;no;cellular;24;jul;725;2;-1;0;nonexistent;no;4001
26;services;married;secondary;no;199;no;no;cellular;24;jul;139;6;-1;0;nonexistent;no;4002
28;services;single;secondary;no;340;yes;no;cellular;24;jul;821;2;-1;0;nonexistent;yes;4003
54;management;married;tertiary;no;148;no;yes;cellular;24;jul;42;3;-1;0;nonexistent;no;4004
49;technician;divorced;secondary;no;305;no;no;cellular;24;jul;367;2;-1;0;nonexistent;yes;4005
50;blue-collar;divorced;secondary;no;-54;no;no;cellular;24;jul;513;3;-1;0;nonexistent;no;4006
37;housemaid;married;primary;no;0;yes;no;cellular;24;jul;347;5;-1;0;nonexistent;no;4007
42;management;single;tertiary;no;2032;yes;no;cellular;24;jul;1173;4;-1;0;nonexistent;no;4008
41;admin.;single;secondary;no;100;yes;no;telephone;24;jul;153;2;-1;0;nonexistent;no;4009
43;technician;married;secondary;no;34;yes;no;cellular;24;jul;96;3;-1;0;nonexistent;no;4010
39;blue-collar;married;secondary;no;-66;no;yes;telephone;24;jul;626;5;-1;0;nonexistent;no;4011
33;entrepreneur;married;secondary;no;-122;no;no;cellular;24;jul;123;5;-1;0;nonexistent;no;4012
35;entrepreneur;single;tertiary;no;-880;no;yes;cellular;24;jul;77;3;-1;0;nonexistent;no;4013
49;management;single;tertiary;no;2555;no;yes;cellular;24;jul;263;2;-1;0;nonexistent;no;4014
37;entrepreneur;married;tertiary;no;0;yes;yes;cellular;24;jul;226;6;-1;0;nonexistent;no;4015
32;management;single;tertiary;yes;62;no;yes;cellular;24;jul;577;3;-1;0;nonexistent;no;4016
59;blue-collar;married;secondary;no;0;no;no;telephone;24;jul;393;3;-1;0;nonexistent;no;4017
32;services;divorced;secondary;no;4612;yes;no;cellular;24;jul;937;4;-1;0;nonexistent;no;4018
34;blue-collar;married;secondary;no;3990;yes;no;cellular;24;jul;633;7;-1;0;nonexistent;no;4019
37;entrepreneur;married;tertiary;no;1514;no;yes;cellular;24;jul;568;3;-1;0;nonexistent;no;4020
47;services;married;secondary;no;2;no;no;cellular;24;jul;237;2;-1;0;nonexistent;no;4021
45;admin.;married;secondary;no;434;no;yes;cellular;24;jul;180;19;-1;0;nonexistent;no;4022
29;blue-collar;married;primary;no;787;yes;no;cellular;24;jul;257;2;-1;0;nonexistent;no;4023
41;services;divorced;secondary;no;1838;yes;yes;telephone;24;jul;242;4;-1;0;nonexistent;no;4024
48;services;married;secondary;no;2409;yes;no;cellular;24;jul;533;2;-1;0;nonexistent;no;4025
33;admin.;single;secondary;no;61;no;no;cellular;24;jul;286;4;-1;0;nonexistent;no;4026
42;technician;single;tertiary;no;-411;yes;no;cellular;24;jul;212;3;-1;0;nonexistent;no;4027
44;management;married;tertiary;no;0;yes;no;telephone;24;jul;81;2;-1;0;nonexistent;no;4028
26;technician;married;secondary;no;415;no;no;cellular;24;jul;92;2;-1;0;nonexistent;no;4029
25;management;single;secondary;no;1272;yes;no;cellular;24;jul;342;2;-1;0;nonexistent;no;4030
41;entrepreneur;married;tertiary;no;0;yes;no;telephone;24;jul;552;16;-1;0;nonexistent;no;4031
52;admin.;divorced;secondary;no;121;yes;no;cellular;24;jul;241;2;-1;0;nonexistent;no;4032
25;services;married;secondary;no;0;yes;no;cellular;24;jul;458;9;-1;0;nonexistent;yes;4033
28;unemployed;single;tertiary;no;497;yes;no;cellular;24;jul;1602;6;-1;0;nonexistent;yes;4034
49;housemaid;married;primary;no;0;yes;no;cellular;25;jul;42;3;-1;0;nonexistent;no;4035
43;management;divorced;tertiary;no;38;yes;no;cellular;25;jul;197;6;-1;0;nonexistent;no;4036
34;technician;married;tertiary;no;0;yes;no;cellular;25;jul;52;3;-1;0;nonexistent;no;4037
39;blue-collar;married;secondary;no;276;no;yes;cellular;25;jul;441;12;-1;0;nonexistent;no;4038
48;management;divorced;tertiary;no;64;no;yes;cellular;25;jul;263;6;-1;0;nonexistent;no;4039
55;management;married;tertiary;no;149;no;yes;telephone;25;jul;41;6;-1;0;nonexistent;no;4040
45;retired;married;primary;no;25;no;yes;cellular;25;jul;115;3;-1;0;nonexistent;no;4041
50;management;married;tertiary;no;619;yes;no;telephone;25;jul;219;2;-1;0;nonexistent;no;4042
49;blue-collar;married;secondary;no;233;yes;no;cellular;25;jul;179;2;-1;0;nonexistent;no;4043
35;technician;single;secondary;yes;0;no;no;cellular;25;jul;72;3;-1;0;nonexistent;no;4044
54;retired;married;secondary;no;1371;no;no;telephone;25;jul;1492;2;-1;0;nonexistent;yes;4045
42;management;divorced;tertiary;no;20;no;no;cellular;25;jul;64;2;-1;0;nonexistent;no;4046
34;management;married;tertiary;no;775;yes;no;cellular;25;jul;210;2;-1;0;nonexistent;no;4047
27;blue-collar;single;secondary;no;2074;no;yes;cellular;25;jul;203;2;-1;0;nonexistent;no;4048
28;housemaid;married;secondary;no;15;yes;no;telephone;25;jul;133;7;-1;0;nonexistent;no;4049
49;blue-collar;married;secondary;no;165;no;yes;cellular;25;jul;682;10;-1;0;nonexistent;no;4050
56;management;divorced;tertiary;no;55;no;yes;cellular;25;jul;154;2;-1;0;nonexistent;no;4051
46;self-employed;married;secondary;no;0;no;yes;telephone;25;jul;150;2;-1;0;nonexistent;no;4052
31;entrepreneur;married;secondary;no;10;yes;yes;cellular;25;jul;13;9;-1;0;nonexistent;no;4053
28;technician;single;tertiary;no;1628;yes;no;cellular;25;jul;1422;2;-1;0;nonexistent;yes;4054
38;services;married;secondary;no;311;no;yes;cellular;25;jul;114;12;-1;0;nonexistent;no;4055
47;management;married;tertiary;no;19;no;no;cellular;25;jul;186;2;-1;0;nonexistent;no;4056
59;management;married;tertiary;no;2365;no;yes;telephone;25;jul;159;4;-1;0;nonexistent;no;4057
34;services;divorced;secondary;no;380;yes;yes;cellular;25;jul;102;2;-1;0;nonexistent;no;4058
38;entrepreneur;married;primary;no;21;yes;no;cellular;25;jul;65;4;-1;0;nonexistent;no;4059
32;services;married;secondary;yes;-220;yes;yes;cellular;25;jul;123;2;-1;0;nonexistent;no;4060
27;technician;single;tertiary;no;372;yes;yes;cellular;25;jul;728;2;-1;0;nonexistent;yes;4061
33;services;single;secondary;no;310;yes;no;cellular;25;jul;43;7;-1;0;nonexistent;no;4062
36;services;single;secondary;no;14;yes;no;cellular;25;jul;320;3;-1;0;nonexistent;no;4063
51;management;married;tertiary;no;-15;no;no;cellular;25;jul;212;2;-1;0;nonexistent;no;4064
30;technician;married;tertiary;no;179;yes;no;cellular;25;jul;111;2;-1;0;nonexistent;no;4065
39;services;married;secondary;no;2;yes;no;cellular;25;jul;174;10;-1;0;nonexistent;no;4066
37;technician;single;tertiary;no;2642;yes;no;cellular;25;jul;591;3;-1;0;nonexistent;no;4067
25;services;single;secondary;no;156;yes;yes;cellular;25;jul;602;5;-1;0;nonexistent;no;4068
43;entrepreneur;married;tertiary;no;11532;yes;no;telephone;25;jul;58;1;-1;0;nonexistent;no;4069
49;blue-collar;single;primary;no;566;yes;no;cellular;25;jul;979;2;-1;0;nonexistent;yes;4070
27;technician;married;secondary;no;0;yes;yes;cellular;25;jul;190;2;-1;0;nonexistent;no;4071
39;entrepreneur;married;primary;no;13930;yes;no;cellular;25;jul;337;2;-1;0;nonexistent;no;4072
28;technician;single;secondary;no;799;yes;no;cellular;25;jul;295;1;-1;0;nonexistent;no;4073
53;blue-collar;married;primary;no;343;yes;no;cellular;25;jul;616;5;-1;0;nonexistent;yes;4074
27;blue-collar;single;secondary;no;137;no;yes;cellular;25;jul;359;1;-1;0;nonexistent;no;4075
37;management;married;tertiary;no;4039;no;yes;cellular;25;jul;106;2;-1;0;nonexistent;no;4076
30;management;single;tertiary;no;5074;yes;no;cellular;25;jul;153;2;-1;0;nonexistent;no;4077
32;technician;single;secondary;no;26;no;yes;cellular;25;jul;110;1;-1;0;nonexistent;no;4078
29;services;married;tertiary;no;-62;yes;yes;cellular;25;jul;126;1;-1;0;nonexistent;no;4079
25;services;married;secondary;no;-282;yes;yes;cellular;25;jul;198;1;-1;0;nonexistent;no;4080
35;technician;single;secondary;no;2471;yes;yes;cellular;25;jul;136;5;-1;0;nonexistent;no;4081
32;blue-collar;married;secondary;yes;-49;yes;no;cellular;25;jul;173;8;-1;0;nonexistent;no;4082
35;services;single;secondary;no;11;yes;no;cellular;25;jul;294;1;-1;0;nonexistent;no;4083
50;admin.;divorced;secondary;no;556;yes;no;cellular;25;jul;305;1;-1;0;nonexistent;no;4084
32;management;married;tertiary;no;3107;yes;yes;cellular;25;jul;310;1;-1;0;nonexistent;no;4085
26;technician;single;secondary;no;941;no;yes;cellular;25;jul;784;1;-1;0;nonexistent;yes;4086
51;blue-collar;married;primary;no;1080;no;yes;cellular;25;jul;110;1;-1;0;nonexistent;no;4087
27;services;single;primary;no;140;yes;yes;cellular;25;jul;361;1;-1;0;nonexistent;no;4088
37;services;married;secondary;no;775;no;yes;cellular;25;jul;1000;1;-1;0;nonexistent;yes;4089
34;blue-collar;single;secondary;no;1759;no;yes;cellular;25;jul;695;1;-1;0;nonexistent;yes;4090
34;admin.;married;secondary;no;2;yes;no;cellular;25;jul;137;11;-1;0;nonexistent;no;4091
26;self-employed;married;secondary;yes;254;yes;yes;cellular;25;jul;335;1;-1;0;nonexistent;no;4092
30;blue-collar;single;secondary;no;3;yes;no;cellular;25;jul;51;1;-1;0;nonexistent;no;4093
33;admin.;married;secondary;no;82;yes;no;cellular;25;jul;735;1;-1;0;nonexistent;yes;4094
50;technician;married;secondary;no;59;yes;no;cellular;25;jul;57;5;-1;0;nonexistent;no;4095
57;entrepreneur;married;tertiary;no;1681;no;no;cellular;25;jul;159;1;-1;0;nonexistent;no;4096
57;entrepreneur;married;secondary;yes;-525;no;yes;cellular;25;jul;337;1;-1;0;nonexistent;no;4097
38;housemaid;married;primary;yes;0;no;no;cellular;25;jul;267;1;-1;0;nonexistent;no;4098
27;technician;single;secondary;no;41;yes;yes;cellular;25;jul;803;1;-1;0;nonexistent;no;4099
27;technician;single;secondary;no;3485;no;yes;cellular;25;jul;282;2;-1;0;nonexistent;no;4100
25;services;single;secondary;no;368;no;no;telephone;25;jul;168;1;-1;0;nonexistent;no;4101
46;management;single;tertiary;no;502;no;no;cellular;25;jul;18;2;-1;0;nonexistent;no;4102
44;technician;single;primary;no;237;yes;no;cellular;25;jul;54;1;-1;0;nonexistent;no;4103
30;unemployed;married;tertiary;no;4696;yes;no;cellular;25;jul;172;1;-1;0;nonexistent;no;4104
39;technician;married;secondary;no;355;no;no;cellular;25;jul;132;1;-1;0;nonexistent;no;4105
30;blue-collar;single;secondary;no;297;yes;no;cellular;25;jul;218;1;-1;0;nonexistent;no;4106
31;blue-collar;married;secondary;no;-723;yes;no;cellular;25;jul;112;2;-1;0;nonexistent;no;4107
35;management;divorced;tertiary;no;1723;yes;no;cellular;25;jul;862;1;-1;0;nonexistent;yes;4108
30;blue-collar;single;primary;no;3195;yes;yes;cellular;25;jul;134;1;-1;0;nonexistent;no;4109
31;management;married;tertiary;no;430;yes;no;cellular;25;jul;137;16;-1;0;nonexistent;no;4110
29;self-employed;single;tertiary;no;162;no;yes;cellular;25;jul;324;1;-1;0;nonexistent;no;4111
47;management;married;tertiary;no;-488;yes;no;cellular;25;jul;65;5;-1;0;nonexistent;no;4112
30;admin.;single;secondary;no;-635;no;no;cellular;25;jul;250;1;-1;0;nonexistent;no;4113
53;management;married;tertiary;no;5261;no;yes;cellular;25;jul;1209;3;-1;0;nonexistent;no;4114
29;management;married;tertiary;no;5698;no;no;cellular;25;jul;198;1;-1;0;nonexistent;no;4115
50;blue-collar;married;primary;no;-454;yes;no;telephone;25;jul;241;1;-1;0;nonexistent;no;4116
51;admin.;divorced;secondary;no;74;yes;no;cellular;25;jul;79;2;-1;0;nonexistent;no;4117
42;blue-collar;married;primary;no;5;yes;no;cellular;25;jul;112;2;-1;0;nonexistent;no;4118
35;management;married;tertiary;no;0;yes;yes;cellular;25;jul;86;4;-1;0;nonexistent;no;4119
30;technician;married;secondary;no;-280;yes;no;cellular;25;jul;246;2;-1;0;nonexistent;no;4120
32;admin.;married;tertiary;no;176;yes;no;cellular;25;jul;50;1;-1;0;nonexistent;no;4121
58;blue-collar;married;secondary;no;144;no;yes;cellular;25;jul;71;2;-1;0;nonexistent;no;4122
30;admin.;married;secondary;no;60;no;yes;cellular;25;jul;61;2;-1;0;nonexistent;no;4123
28;management;single;tertiary;no;1466;yes;no;cellular;25;jul;40;1;-1;0;nonexistent;no;4124
27;student;single;tertiary;no;1;no;no;cellular;25;jul;73;1;-1;0;nonexistent;no;4125
42;management;married;tertiary;no;3841;yes;no;cellular;25;jul;720;2;-1;0;nonexistent;no;4126
26;technician;married;tertiary;no;233;yes;no;cellular;25;jul;175;1;-1;0;nonexistent;no;4127
35;management;single;tertiary;no;48;yes;yes;cellular;25;jul;226;1;-1;0;nonexistent;no;4128
45;management;married;tertiary;no;634;yes;no;cellular;25;jul;227;1;-1;0;nonexistent;no;4129
49;technician;divorced;secondary;no;-54;yes;yes;cellular;25;jul;214;1;-1;0;nonexistent;no;4130
36;management;single;tertiary;no;142;yes;no;cellular;25;jul;571;1;-1;0;nonexistent;no;4131
41;entrepreneur;married;secondary;no;2959;yes;no;telephone;25;jul;110;1;-1;0;nonexistent;no;4132
25;blue-collar;married;secondary;no;59;yes;no;cellular;25;jul;246;1;-1;0;nonexistent;no;4133
33;management;married;primary;no;91;no;yes;cellular;25;jul;113;3;-1;0;nonexistent;no;4134
31;services;single;tertiary;no;10122;yes;no;cellular;25;jul;63;1;-1;0;nonexistent;no;4135
43;blue-collar;married;secondary;no;57;yes;no;cellular;25;jul;188;5;-1;0;nonexistent;no;4136
31;services;married;secondary;no;395;no;no;cellular;25;jul;174;3;-1;0;nonexistent;no;4137
45;management;married;tertiary;no;766;yes;no;telephone;25;jul;59;15;-1;0;nonexistent;no;4138
45;blue-collar;married;secondary;no;79;yes;no;cellular;25;jul;98;1;-1;0;nonexistent;no;4139
41;admin.;single;secondary;no;0;no;no;telephone;25;jul;286;2;-1;0;nonexistent;no;4140
54;blue-collar;married;primary;no;95;no;no;cellular;25;jul;302;1;-1;0;nonexistent;no;4141
34;blue-collar;married;secondary;no;765;no;no;cellular;25;jul;238;1;-1;0;nonexistent;no;4142
25;blue-collar;married;secondary;no;2;yes;no;cellular;25;jul;102;2;-1;0;nonexistent;no;4143
36;admin.;single;secondary;no;191;yes;no;cellular;25;jul;18;7;-1;0;nonexistent;no;4144
47;blue-collar;married;primary;no;830;no;yes;cellular;25;jul;795;1;-1;0;nonexistent;no;4145
51;retired;married;primary;no;1495;no;no;telephone;25;jul;1946;4;-1;0;nonexistent;yes;4146
38;technician;single;secondary;no;294;no;yes;cellular;25;jul;172;2;-1;0;nonexistent;no;4147
40;entrepreneur;married;secondary;no;0;yes;no;cellular;25;jul;560;1;-1;0;nonexistent;no;4148
53;services;married;secondary;no;1364;no;no;cellular;25;jul;77;1;-1;0;nonexistent;no;4149
32;blue-collar;divorced;primary;no;380;no;no;cellular;25;jul;48;2;-1;0;nonexistent;no;4150
59;retired;married;primary;no;-182;no;yes;cellular;25;jul;153;1;-1;0;nonexistent;no;4151
